Instancia,Modelo,Solver,Resultado,Tiempo
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-10-1.dat,SCF,Gurobi,410.7994641935083,11.778418779373169
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-10-1b.dat,SCF,Gurobi,410.7994641935083,11.497973918914795
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-10-2.dat,SCF,Gurobi,388.3367393733771,12.057916402816772
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-10-2b.dat,SCF,Gurobi,388.3367393733771,12.740978717803955
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-10-3.dat,SCF,Gurobi,333.2777614308105,13.816948175430298
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-10-3b.dat,SCF,Gurobi,333.2777614308105,14.108020544052124
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-5-1.dat,SCF,Gurobi,380.71470596814936,29.24862265586853
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-5-1b.dat,SCF,Gurobi,380.71470596814936,28.0907940864563
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-5-2.dat,SCF,Gurobi,339.4236678799449,12.58635950088501
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-5-2b.dat,SCF,Gurobi,339.4236678799449,12.936126708984375
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-5-3.dat,SCF,Gurobi,329.454249774441,15.750000715255737
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord100-5-3b.dat,SCF,Gurobi,329.454249774441,15.005408525466919
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord20-5-1.dat,SCF,Gurobi,175.5686600128385,0.2517859935760498
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord20-5-1b.dat,SCF,Gurobi,181.50580888602286,0.11472511291503906
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord20-5-2.dat,SCF,Gurobi,159.00155641238575,0.18176937103271484
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord20-5-2b.dat,SCF,Gurobi,192.32883798047874,0.21442699432373047
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord200-10-1.dat,SCF,Gurobi,535.5947214862307,271.0122470855713
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord200-10-1b.dat,SCF,Gurobi,535.5947214862307,224.83746576309204
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord200-10-2.dat,SCF,Gurobi,472.9836865008758,141.64208960533142
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord200-10-2b.dat,SCF,Gurobi,472.9836865008758,150.93835473060608
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord200-10-3.dat,SCF,Gurobi,476.07291909890125,124.00943088531494
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord200-10-3b.dat,SCF,Gurobi,476.07291909890125,114.61931681632996
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-1.dat,SCF,Gurobi,290.1515380148236,1.1010570526123047
S:\Universidad\Optimizacion\Gurobi_Cplex_comparation\instances\Instances_Prodhon_LRP\coord50-5-1b.dat,SCF,Gurobi,290.1515380148236,1.029247760772705
